;Unnamed: 0;komentar;label;step01;tokens;final_tokens;step02;finalText_str;ProcessedText
114;114;<username> <username> Bukan belain sty tp hari ini memang secara sistemnya berantakan dari liga sampai dari segi pribadi pemainnya. Liat malaysia memang JDT nunggu federasi atau kim pan gon ketemu mereka untuk naikin kualitas fisik pemain clubnya? Nunggu federasi untuk punya fasilitas grade A afc?;negatif;  bukan belain sty tp hari ini memang secara sistemnya berantakan dari liga sampai dari segi pribadi pemainnya liat malaysia memang jdt nunggu federasi atau kim pan gon ketemu mereka untuk naikin kualitas fisik pemain clubnya nunggu federasi untuk punya fasilitas grade afc;['bukan', 'belain', 'sty', 'tp', 'hari', 'ini', 'memang', 'secara', 'sistemnya', 'berantakan', 'dari', 'liga', 'sampai', 'dari', 'segi', 'pribadi', 'pemainnya', 'liat', 'malaysia', 'memang', 'jdt', 'nunggu', 'federasi', 'atau', 'kim', 'pan', 'gon', 'ketemu', 'mereka', 'untuk', 'naikin', 'kualitas', 'fisik', 'pemain', 'clubnya', 'nunggu', 'federasi', 'untuk', 'punya', 'fasilitas', 'grade', 'afc'];['bukan', 'belain', 'sty', 'tp', 'hari', 'ini', 'memang', 'secara', 'sistemnya', 'berantakan', 'dari', 'liga', 'sampai', 'dari', 'segi', 'pribadi', 'pemainnya', 'liat', 'malaysia', 'memang', 'jdt', 'nunggu', 'federasi', 'atau', 'kim', 'pan', 'gon', 'ketemu', 'mereka', 'untuk', 'naikin', 'kualitas', 'fisik', 'pemain', 'clubnya', 'nunggu', 'federasi', 'untuk', 'punya', 'fasilitas', 'grade', 'afc'];bukan belain sty tp hari ini memang secara sistemnya berantakan dari liga sampai dari segi pribadi pemainnya liat malaysia memang jdt nunggu federasi atau kim pan gon ketemu mereka untuk naikin kualitas fisik pemain clubnya nunggu federasi untuk punya fasilitas grade afc;bukan belain sty tp hari ini memang secara sistemnya berantakan dari liga sampai dari segi pribadi pemainnya liat malaysia memang jdt nunggu federasi atau kim pan gon ketemu mereka untuk naikin kualitas fisik pemain clubnya nunggu federasi untuk punya fasilitas grade afc;bukan bain sty tp hari memang sistem beranta liga dari segi pribadi main liat malaysia memang jdt nunggu federasi kim pan gon ketemu naikin kualitas fisik main clubnya nunggu federasi untuk punya fasilitas grade afc
115;115;<username> <username> Di aff kemarin mati kutu ama irianto, tp ya gak tau sty lebih suka pake klok buat dmf;negatif;  di aff kemarin mati kutu ama irianto tp ya gak tau sty lebih suka pake klok buat dmf;['di', 'aff', 'kemarin', 'mati', 'kutu', 'ama', 'irianto', 'tp', 'ya', 'gak', 'tau', 'sty', 'lebih', 'suka', 'pake', 'klok', 'buat', 'dmf'];['di', 'aff', 'kemarin', 'mati', 'kutu', 'ama', 'irianto', 'tp', 'ya', 'gak', 'tau', 'sty', 'lebih', 'suka', 'pake', 'klok', 'buat', 'dmf'];di aff kemarin mati kutu ama irianto tp ya gak tau sty lebih suka pake klok buat dmf;di aff kemarin mati kutu ama irianto tp ya gak tau sty lebih suka pake klok buat dmf;aff kemarin mati kutu ama irianto tp gak tau sty lebih suka pake klok buat dmf
116;116;<username> emg pelatih nya kek orang gblok, pemain oke gbs diolah. sty badutt;negatif; emg pelatih nya kek orang gblok pemain oke gbs diolah sty badutt;['emg', 'pelatih', 'nya', 'kek', 'orang', 'gblok', 'pemain', 'oke', 'gbs', 'diolah', 'sty', 'badutt'];['emg', 'pelatih', 'nya', 'kek', 'orang', 'gblok', 'pemain', 'oke', 'gbs', 'diolah', 'sty', 'badutt'];emg pelatih nya kek orang gblok pemain oke gbs diolah sty badutt;emg pelatih nya kek orang gblok pemain oke gbs diolah sty badutt;emg latih kek orang gblok main oke gbs olah sty badutt
117;117;<username> Terlepas dari selera STY, sepertinya memang kepingan di lini depan lebih cocok untuk Lilipaly ketimbang Dendy/Egy;negatif; terlepas dari selera sty sepertinya memang kepingan di lini depan lebih cocok untuk lilipaly ketimbang dendyegy;['terlepas', 'dari', 'selera', 'sty', 'sepertinya', 'memang', 'kepingan', 'di', 'lini', 'depan', 'lebih', 'cocok', 'untuk', 'lilipaly', 'ketimbang', 'dendyegy'];['terlepas', 'dari', 'selera', 'sty', 'sepertinya', 'memang', 'kepingan', 'di', 'lini', 'depan', 'lebih', 'cocok', 'untuk', 'lilipaly', 'ketimbang', 'dendyegy'];terlepas dari selera sty sepertinya memang kepingan di lini depan lebih cocok untuk lilipaly ketimbang dendyegy;terlepas dari selera sty sepertinya memang kepingan di lini depan lebih cocok untuk lilipaly ketimbang dendyegy;lepas selera sty seperti memang keping lini depan lebih cocok lilipaly ketimbang dendyegy
118;118;Pak STY, cobalah tekankan ke pemain Nasional itu, tidak zamannya lagi melewati pemain lawan dengan melego, kerja sama yang paling utama.;negatif;pak sty cobalah tekankan ke pemain nasional itu tidak zamannya lagi melewati pemain lawan dengan melego kerja sama yang paling utama;['pak', 'sty', 'cobalah', 'tekankan', 'ke', 'pemain', 'nasional', 'itu', 'tidak', 'zamannya', 'lagi', 'melewati', 'pemain', 'lawan', 'dengan', 'melego', 'kerja', 'sama', 'yang', 'paling', 'utama'];['pak', 'sty', 'cobalah', 'tekankan', 'ke', 'pemain', 'nasional', 'itu', 'tidak', 'zamannya', 'lagi', 'melewati', 'pemain', 'lawan', 'dengan', 'melego', 'kerja', 'sama', 'yang', 'paling', 'utama'];pak sty cobalah tekankan ke pemain nasional itu tidak zamannya lagi melewati pemain lawan dengan melego kerja sama yang paling utama;pak sty cobalah tekankan ke pemain nasional itu tidak zamannya lagi melewati pemain lawan dengan melego kerja sama yang paling utama;pak sty coba tekan main nasional tidak zaman lewat main lawan lego kerja sama paling utama
119;119;<username> Rooney nganggur? suruh gantiin sty aja udh, Mayan jadi pelatih indo atau minimal jadi assisten pelatih sty dah;negatif; rooney nganggur suruh gantiin sty aja udh mayan jadi pelatih indo atau minimal jadi assisten pelatih sty dah;['rooney', 'nganggur', 'suruh', 'gantiin', 'sty', 'aja', 'udh', 'mayan', 'jadi', 'pelatih', 'indo', 'atau', 'minimal', 'jadi', 'assisten', 'pelatih', 'sty', 'dah'];['rooney', 'nganggur', 'suruh', 'gantiin', 'sty', 'aja', 'udh', 'mayan', 'jadi', 'pelatih', 'indo', 'atau', 'minimal', 'jadi', 'assisten', 'pelatih', 'sty', 'dah'];rooney nganggur suruh gantiin sty aja udh mayan jadi pelatih indo atau minimal jadi assisten pelatih sty dah;rooney nganggur suruh gantiin sty aja udh mayan jadi pelatih indo atau minimal jadi assisten pelatih sty dah;rooney nganggur suruh gantiin sty aja udh mayan jadi latih indo minimal jadi assisten latih sty dah
120;120;<username> <username> Bro gw pendukung sty dr awal. Tp ini uda kelamaan dan alesannya mutar muter itu aja. Awal2 sty bagus, tp lama2 ga jelas dan dipertanyakan mulai dr taktik dan pemainnya. Cb itu pelatih lokal pasti uda lama dipecat, standartnya ganda pssi yg skrg dan kental buzzernya..;negatif;  bro gw pendukung sty dr awal tp ini uda kelamaan dan alesannya mutar muter itu aja awal sty bagus tp lama ga jelas dan dipertanyakan mulai dr taktik dan pemainnya cb itu pelatih lokal pasti uda lama dipecat standartnya ganda pssi yg skrg dan kental buzzernya;['bro', 'gw', 'pendukung', 'sty', 'dr', 'awal', 'tp', 'ini', 'uda', 'kelamaan', 'dan', 'alesannya', 'mutar', 'muter', 'itu', 'aja', 'awal', 'sty', 'bagus', 'tp', 'lama', 'ga', 'jelas', 'dan', 'dipertanyakan', 'mulai', 'dr', 'taktik', 'dan', 'pemainnya', 'cb', 'itu', 'pelatih', 'lokal', 'pasti', 'uda', 'lama', 'dipecat', 'standartnya', 'ganda', 'pssi', 'yg', 'skrg', 'dan', 'kental', 'buzzernya'];['bro', 'gw', 'pendukung', 'sty', 'dr', 'awal', 'tp', 'ini', 'uda', 'kelamaan', 'dan', 'alesannya', 'mutar', 'muter', 'itu', 'aja', 'awal', 'sty', 'bagus', 'tp', 'lama', 'ga', 'jelas', 'dan', 'dipertanyakan', 'mulai', 'dr', 'taktik', 'dan', 'pemainnya', 'cb', 'itu', 'pelatih', 'lokal', 'pasti', 'uda', 'lama', 'dipecat', 'standartnya', 'ganda', 'pssi', 'yg', 'skrg', 'dan', 'kental', 'buzzernya'];bro gw pendukung sty dr awal tp ini uda kelamaan dan alesannya mutar muter itu aja awal sty bagus tp lama ga jelas dan dipertanyakan mulai dr taktik dan pemainnya cb itu pelatih lokal pasti uda lama dipecat standartnya ganda pssi yg skrg dan kental buzzernya;bro gw pendukung sty dr awal tp ini uda kelamaan dan alesannya mutar muter itu aja awal sty bagus tp lama ga jelas dan dipertanyakan mulai dr taktik dan pemainnya cb itu pelatih lokal pasti uda lama dipecat standartnya ganda pssi yg skrg dan kental buzzernya;bro gw dukung sty dr awal tp uda lama alesannya mutar muter aja awal sty bagus tp lama ga jelas tanya mulai dr taktik main cb latih lokal uda lama pecat standartnya ganda pssi skrg kental buzzernya
121;121;<username> <username> Percuma aja pake pemain keturunan kalo pelatih nya aja gak bisa komunikasi dengan baik jadinya ambyar, mending ganti tuh sty, pake pelatih yg bisa komunikasi dgn baik seperti giovani van bronkhorst atau pieter huistra, pasti gacor deh pak erik.;negatif;  percuma aja pake pemain keturunan kalo pelatih nya aja gak bisa komunikasi dengan baik jadinya ambyar mending ganti tuh sty pake pelatih yg bisa komunikasi dgn baik seperti giovani van bronkhorst atau pieter huistra pasti gacor deh pak erik;['percuma', 'aja', 'pake', 'pemain', 'keturunan', 'kalo', 'pelatih', 'nya', 'aja', 'gak', 'bisa', 'komunikasi', 'dengan', 'baik', 'jadinya', 'ambyar', 'mending', 'ganti', 'tuh', 'sty', 'pake', 'pelatih', 'yg', 'bisa', 'komunikasi', 'dgn', 'baik', 'seperti', 'giovani', 'van', 'bronkhorst', 'atau', 'pieter', 'huistra', 'pasti', 'gacor', 'deh', 'pak', 'erik'];['percuma', 'aja', 'pake', 'pemain', 'keturunan', 'kalo', 'pelatih', 'nya', 'aja', 'gak', 'bisa', 'komunikasi', 'dengan', 'baik', 'jadinya', 'ambyar', 'mending', 'ganti', 'tuh', 'sty', 'pake', 'pelatih', 'yg', 'bisa', 'komunikasi', 'dgn', 'baik', 'seperti', 'giovani', 'van', 'bronkhorst', 'atau', 'pieter', 'huistra', 'pasti', 'gacor', 'deh', 'pak', 'erik'];percuma aja pake pemain keturunan kalo pelatih nya aja gak bisa komunikasi dengan baik jadinya ambyar mending ganti tuh sty pake pelatih yg bisa komunikasi dgn baik seperti giovani van bronkhorst atau pieter huistra pasti gacor deh pak erik;percuma aja pake pemain keturunan kalo pelatih nya aja gak bisa komunikasi dengan baik jadinya ambyar mending ganti tuh sty pake pelatih yg bisa komunikasi dgn baik seperti giovani van bronkhorst atau pieter huistra pasti gacor deh pak erik;percuma aja pake main turun kalo latih aja gak komunikasi baik jadi ambyar mending ganti tuh sty pake latih bisa komunikasi dgn baik giovani van bronkhorst pieter huistra gacor deh pak erik
122;122;Lebih bisa berpikir positif percaya prosesnya Thomas Doll di Persija daripada percaya prosesnya STY di Timnas. ðŸ™;negatif;lebih bisa berpikir positif percaya prosesnya thomas doll di persija daripada percaya prosesnya sty di timnas;['lebih', 'bisa', 'berpikir', 'positif', 'percaya', 'prosesnya', 'thomas', 'doll', 'di', 'persija', 'daripada', 'percaya', 'prosesnya', 'sty', 'di', 'timnas'];['lebih', 'bisa', 'berpikir', 'positif', 'percaya', 'prosesnya', 'thomas', 'doll', 'di', 'persija', 'daripada', 'percaya', 'prosesnya', 'sty', 'di', 'timnas'];lebih bisa berpikir positif percaya prosesnya thomas doll di persija daripada percaya prosesnya sty di timnas;lebih bisa berpikir positif percaya prosesnya thomas doll di persija daripada percaya prosesnya sty di timnas;lebih pikir positif percaya proses thomas doll persija percaya proses sty timnas
123;123;<username> Percuma kalo pelatih nya STY, yg main ttep Dendy sama asnawi;negatif; percuma kalo pelatih nya sty yg main ttep dendy sama asnawi;['percuma', 'kalo', 'pelatih', 'nya', 'sty', 'yg', 'main', 'ttep', 'dendy', 'sama', 'asnawi'];['percuma', 'kalo', 'pelatih', 'nya', 'sty', 'yg', 'main', 'ttep', 'dendy', 'sama', 'asnawi'];percuma kalo pelatih nya sty yg main ttep dendy sama asnawi;percuma kalo pelatih nya sty yg main ttep dendy sama asnawi;percuma kalo latih sty main ttep dendy sama asnawi
124;124;<username> <username> Takutnya kyk lilipaly gitu ga kepake sama pelatih sekelas STY;negatif;  takutnya kyk lilipaly gitu ga kepake sama pelatih sekelas sty;['takutnya', 'kyk', 'lilipaly', 'gitu', 'ga', 'kepake', 'sama', 'pelatih', 'sekelas', 'sty'];['takutnya', 'kyk', 'lilipaly', 'gitu', 'ga', 'kepake', 'sama', 'pelatih', 'sekelas', 'sty'];takutnya kyk lilipaly gitu ga kepake sama pelatih sekelas sty;takutnya kyk lilipaly gitu ga kepake sama pelatih sekelas sty;takut kyk lilipaly gitu ga kepake sama latih kelas sty
125;125;<username> <username> Pemain lain masih ada, istirahat kalau masih capek.  Pemain lain udah ikut TC lama ya udah siap main, ini baru Dateng dipaksain main. Hadeeh STY OUT;negatif;  pemain lain masih ada istirahat kalau masih capek pemain lain udah ikut tc lama ya udah siap main ini baru dateng dipaksain main hadeeh sty out;['pemain', 'lain', 'masih', 'ada', 'istirahat', 'kalau', 'masih', 'capek', 'pemain', 'lain', 'udah', 'ikut', 'tc', 'lama', 'ya', 'udah', 'siap', 'main', 'ini', 'baru', 'dateng', 'dipaksain', 'main', 'hadeeh', 'sty', 'out'];['pemain', 'lain', 'masih', 'ada', 'istirahat', 'kalau', 'masih', 'capek', 'pemain', 'lain', 'udah', 'ikut', 'tc', 'lama', 'ya', 'udah', 'siap', 'main', 'ini', 'baru', 'dateng', 'dipaksain', 'main', 'hadeeh', 'sty', 'out'];pemain lain masih ada istirahat kalau masih capek pemain lain udah ikut tc lama ya udah siap main ini baru dateng dipaksain main hadeeh sty out;pemain lain masih ada istirahat kalau masih capek pemain lain udah ikut tc lama ya udah siap main ini baru dateng dipaksain main hadeeh sty out;main istirahat kalau masih capek main udah ikut tc lama udah siap main baru dateng dipaksain main hadeeh sty out
126;126;<username> STY udahan lah.  capek dia.  <username> fokus benahi kompetisi lokal dulu.;negatif; sty udahan lah capek dia  fokus benahi kompetisi lokal dulu;['sty', 'udahan', 'lah', 'capek', 'dia', 'fokus', 'benahi', 'kompetisi', 'lokal', 'dulu'];['sty', 'udahan', 'lah', 'capek', 'dia', 'fokus', 'benahi', 'kompetisi', 'lokal', 'dulu'];sty udahan lah capek dia fokus benahi kompetisi lokal dulu;sty udahan lah capek dia fokus benahi kompetisi lokal dulu;sty udahan capek fokus benah kompetisi lokal dulu
127;127;setelah rewatch Indonesia VS Libya. Satu yang harus dibenahi sama STY. Off the ball pemain kita jelek :(;negatif;setelah rewatch indonesia vs libya satu yang harus dibenahi sama sty off the ball pemain kita jelek;['setelah', 'rewatch', 'indonesia', 'vs', 'libya', 'satu', 'yang', 'harus', 'dibenahi', 'sama', 'sty', 'off', 'the', 'ball', 'pemain', 'kita', 'jelek'];['setelah', 'rewatch', 'indonesia', 'vs', 'libya', 'satu', 'yang', 'harus', 'dibenahi', 'sama', 'sty', 'off', 'the', 'ball', 'pemain', 'kita', 'jelek'];setelah rewatch indonesia vs libya satu yang harus dibenahi sama sty off the ball pemain kita jelek;setelah rewatch indonesia vs libya satu yang harus dibenahi sama sty off the ball pemain kita jelek;rewatch indonesia vs libya satu harus benah sama sty off the ball main jelek
128;128;<username> Mending taktik satu aja terus dihapalin pemain sampai mateng, yg dinaturalisasi belakang yg blunder belakang juga... PR sty bagaimana membuat pemain naturalisasi mau bekerja keras;negatif; mending taktik satu aja terus dihapalin pemain sampai mateng yg dinaturalisasi belakang yg blunder belakang juga pr sty bagaimana membuat pemain naturalisasi mau bekerja keras;['mending', 'taktik', 'satu', 'aja', 'terus', 'dihapalin', 'pemain', 'sampai', 'mateng', 'yg', 'dinaturalisasi', 'belakang', 'yg', 'blunder', 'belakang', 'juga', 'pr', 'sty', 'bagaimana', 'membuat', 'pemain', 'naturalisasi', 'mau', 'bekerja', 'keras'];['mending', 'taktik', 'satu', 'aja', 'terus', 'dihapalin', 'pemain', 'sampai', 'mateng', 'yg', 'dinaturalisasi', 'belakang', 'yg', 'blunder', 'belakang', 'juga', 'pr', 'sty', 'bagaimana', 'membuat', 'pemain', 'naturalisasi', 'mau', 'bekerja', 'keras'];mending taktik satu aja terus dihapalin pemain sampai mateng yg dinaturalisasi belakang yg blunder belakang juga pr sty bagaimana membuat pemain naturalisasi mau bekerja keras;mending taktik satu aja terus dihapalin pemain sampai mateng yg dinaturalisasi belakang yg blunder belakang juga pr sty bagaimana membuat pemain naturalisasi mau bekerja keras;mending taktik satu aja terus dihapalin main mateng naturalisasi belakang blunder belakang pr sty bagaimana buat main naturalisasi mau kerja keras
129;129;<username> <username> STY itu cuma nyari kambing hitam dari kegagalannya. Kebantai sama Irak, dikambinghitamkan Nadeo. Gagal di AFF sama SEA Games, dikambinghitamkan pemain lokal. Draw lawan Filipina, disalahkan lapang sama main away.;negatif;  sty itu cuma nyari kambing hitam dari kegagalannya kebantai sama irak dikambinghitamkan nadeo gagal di aff sama sea games dikambinghitamkan pemain lokal draw lawan filipina disalahkan lapang sama main away;['sty', 'itu', 'cuma', 'nyari', 'kambing', 'hitam', 'dari', 'kegagalannya', 'kebantai', 'sama', 'irak', 'dikambinghitamkan', 'nadeo', 'gagal', 'di', 'aff', 'sama', 'sea', 'games', 'dikambinghitamkan', 'pemain', 'lokal', 'draw', 'lawan', 'filipina', 'disalahkan', 'lapang', 'sama', 'main', 'away'];['sty', 'itu', 'cuma', 'nyari', 'kambing', 'hitam', 'dari', 'kegagalannya', 'kebantai', 'sama', 'irak', 'dikambinghitamkan', 'nadeo', 'gagal', 'di', 'aff', 'sama', 'sea', 'games', 'dikambinghitamkan', 'pemain', 'lokal', 'draw', 'lawan', 'filipina', 'disalahkan', 'lapang', 'sama', 'main', 'away'];sty itu cuma nyari kambing hitam dari kegagalannya kebantai sama irak dikambinghitamkan nadeo gagal di aff sama sea games dikambinghitamkan pemain lokal draw lawan filipina disalahkan lapang sama main away;sty itu cuma nyari kambing hitam dari kegagalannya kebantai sama irak dikambinghitamkan nadeo gagal di aff sama sea games dikambinghitamkan pemain lokal draw lawan filipina disalahkan lapang sama main away;sty cuma nyari kambing hitam gagal bantai sama irak dikambinghitamkan nadeo gagal aff sama sea games dikambinghitamkan main lokal draw lawan filipina salah lapang sama main away
130;130;<username> <username> Pemain naturalisasi kaya pemain tarkam,apa ini Karna strategi sty yg ngaco;negatif;  pemain naturalisasi kaya pemain tarkam apa ini karna strategi sty yg ngaco;['pemain', 'naturalisasi', 'kaya', 'pemain', 'tarkam', 'apa', 'ini', 'karna', 'strategi', 'sty', 'yg', 'ngaco'];['pemain', 'naturalisasi', 'kaya', 'pemain', 'tarkam', 'apa', 'ini', 'karna', 'strategi', 'sty', 'yg', 'ngaco'];pemain naturalisasi kaya pemain tarkam apa ini karna strategi sty yg ngaco;pemain naturalisasi kaya pemain tarkam apa ini karna strategi sty yg ngaco;main naturalisasi kaya main tarkam apa karna strategi sty ngaco
131;131;<username> <username> <username> Mohon maaf mas sty minta ny kiper yg bisa buildup dari bwah bukan yng ngnadelin long up ðŸ™Œ;negatif;   mohon maaf mas sty minta ny kiper yg bisa buildup dari bwah bukan yng ngnadelin long up;['mohon', 'maaf', 'mas', 'sty', 'minta', 'ny', 'kiper', 'yg', 'bisa', 'buildup', 'dari', 'bwah', 'bukan', 'yng', 'ngnadelin', 'long', 'up'];['mohon', 'maaf', 'mas', 'sty', 'minta', 'ny', 'kiper', 'yg', 'bisa', 'buildup', 'dari', 'bwah', 'bukan', 'yng', 'ngnadelin', 'long', 'up'];mohon maaf mas sty minta ny kiper yg bisa buildup dari bwah bukan yng ngnadelin long up;mohon maaf mas sty minta ny kiper yg bisa buildup dari bwah bukan yng ngnadelin long up;mohon maaf mas sty minta ny kiper bisa buildup bwah bukan yng ngnadelin long up
132;132;<username> <username> Kebanyakan makan mie....lawakðŸ˜œSTY is OUT;negatif;  kebanyakan makan mie lawak sty is out;['kebanyakan', 'makan', 'mie', 'lawak', 'sty', 'is', 'out'];['kebanyakan', 'makan', 'mie', 'lawak', 'sty', 'is', 'out'];kebanyakan makan mie lawak sty is out;kebanyakan makan mie lawak sty is out;banyak makan mie lawak sty is out
133;133;<username> <username> Bener sih STY terlalu nyaman;negatif;  bener sih sty terlalu nyaman;['bener', 'sih', 'sty', 'terlalu', 'nyaman'];['bener', 'sih', 'sty', 'terlalu', 'nyaman'];bener sih sty terlalu nyaman;bener sih sty terlalu nyaman;bener sty terlalu nyaman
134;134;<username> Bek bego, ngapain kayak main futsal depan gawang passing passing ga jelas. Kalian masih percaya STY? Masih mau naturalisasi pemain terus? Hasilnya nol besar semua ðŸ˜€;negatif; bek bego ngapain kayak main futsal depan gawang passing passing ga jelas kalian masih percaya sty masih mau naturalisasi pemain terus hasilnya nol besar semua;['bek', 'bego', 'ngapain', 'kayak', 'main', 'futsal', 'depan', 'gawang', 'passing', 'passing', 'ga', 'jelas', 'kalian', 'masih', 'percaya', 'sty', 'masih', 'mau', 'naturalisasi', 'pemain', 'terus', 'hasilnya', 'nol', 'besar', 'semua'];['bek', 'bego', 'ngapain', 'kayak', 'main', 'futsal', 'depan', 'gawang', 'passing', 'passing', 'ga', 'jelas', 'kalian', 'masih', 'percaya', 'sty', 'masih', 'mau', 'naturalisasi', 'pemain', 'terus', 'hasilnya', 'nol', 'besar', 'semua'];bek bego ngapain kayak main futsal depan gawang passing passing ga jelas kalian masih percaya sty masih mau naturalisasi pemain terus hasilnya nol besar semua;bek bego ngapain kayak main futsal depan gawang passing passing ga jelas kalian masih percaya sty masih mau naturalisasi pemain terus hasilnya nol besar semua;bek bego ngapain kayak main futsal depan gawang passing passing ga jelas kalian percaya sty mau naturalisasi main terus hasil nol besar semua
135;135;<username> Kali ini sory to say , STY dah mentok. Bedanya sama PHS .. PHS konsisten STY malah coba coba mulu;negatif; kali ini sory to say sty dah mentok bedanya sama phs phs konsisten sty malah coba coba mulu;['kali', 'ini', 'sory', 'to', 'say', 'sty', 'dah', 'mentok', 'bedanya', 'sama', 'phs', 'phs', 'konsisten', 'sty', 'malah', 'coba', 'coba', 'mulu'];['kali', 'ini', 'sory', 'to', 'say', 'sty', 'dah', 'mentok', 'bedanya', 'sama', 'phs', 'phs', 'konsisten', 'sty', 'malah', 'coba', 'coba', 'mulu'];kali ini sory to say sty dah mentok bedanya sama phs phs konsisten sty malah coba coba mulu;kali ini sory to say sty dah mentok bedanya sama phs phs konsisten sty malah coba coba mulu;kali sory to say sty dah mentok beda sama phs phs konsisten sty malah coba coba mulu
136;136;"<username> izin sedikit menambahkan bung opik, pemilihan pemain yang dilakukan oleh coach sty ini patut di pertanyakan, saya ambil contoh LORD Dendy sang anak emas sty yang sudah berkali menjadi starter tapi tidak perform juga amit"" #opinidenganadab""";negatif; izin sedikit menambahkan bung opik pemilihan pemain yang dilakukan oleh coach sty ini patut di pertanyakan saya ambil contoh lord dendy sang anak emas sty yang sudah berkali menjadi starter tapi tidak perform juga amit;['izin', 'sedikit', 'menambahkan', 'bung', 'opik', 'pemilihan', 'pemain', 'yang', 'dilakukan', 'oleh', 'coach', 'sty', 'ini', 'patut', 'di', 'pertanyakan', 'saya', 'ambil', 'contoh', 'lord', 'dendy', 'sang', 'anak', 'emas', 'sty', 'yang', 'sudah', 'berkali', 'menjadi', 'starter', 'tapi', 'tidak', 'perform', 'juga', 'amit'];['izin', 'sedikit', 'menambahkan', 'bung', 'opik', 'pemilihan', 'pemain', 'yang', 'dilakukan', 'oleh', 'coach', 'sty', 'ini', 'patut', 'di', 'pertanyakan', 'saya', 'ambil', 'contoh', 'lord', 'dendy', 'sang', 'anak', 'emas', 'sty', 'yang', 'sudah', 'berkali', 'menjadi', 'starter', 'tapi', 'tidak', 'perform', 'juga', 'amit'];izin sedikit menambahkan bung opik pemilihan pemain yang dilakukan oleh coach sty ini patut di pertanyakan saya ambil contoh lord dendy sang anak emas sty yang sudah berkali menjadi starter tapi tidak perform juga amit;izin sedikit menambahkan bung opik pemilihan pemain yang dilakukan oleh coach sty ini patut di pertanyakan saya ambil contoh lord dendy sang anak emas sty yang sudah berkali menjadi starter tapi tidak perform juga amit;izin sedikit tambah bung opik pilih main laku coach sty patut tanya ambil contoh lord dendy sang anak emas sty sudah kali jadi starter tidak perform amit
137;137;<username> Knp dah perasaan awal2 dpgang sty bagus bener skrng jd merosot  Apa krna perlawanan nya yg beda??;negatif; knp dah perasaan awal dpgang sty bagus bener skrng jd merosot apa krna perlawanan nya yg beda;['knp', 'dah', 'perasaan', 'awal', 'dpgang', 'sty', 'bagus', 'bener', 'skrng', 'jd', 'merosot', 'apa', 'krna', 'perlawanan', 'nya', 'yg', 'beda'];['knp', 'dah', 'perasaan', 'awal', 'dpgang', 'sty', 'bagus', 'bener', 'skrng', 'jd', 'merosot', 'apa', 'krna', 'perlawanan', 'nya', 'yg', 'beda'];knp dah perasaan awal dpgang sty bagus bener skrng jd merosot apa krna perlawanan nya yg beda;knp dah perasaan awal dpgang sty bagus bener skrng jd merosot apa krna perlawanan nya yg beda;knp dah asa awal dpgang sty bagus bener skrng jd merosot apa krna lawan yg beda
138;138;<username> sty suruh jadi coach timnas amin aja dah;negatif; sty suruh jadi coach timnas amin aja dah;['sty', 'suruh', 'jadi', 'coach', 'timnas', 'amin', 'aja', 'dah'];['sty', 'suruh', 'jadi', 'coach', 'timnas', 'amin', 'aja', 'dah'];sty suruh jadi coach timnas amin aja dah;sty suruh jadi coach timnas amin aja dah;sty suruh jadi coach timnas amin aja dah
139;139;<username> salah di STY ga bawa fano;negatif; salah di sty ga bawa fano;['salah', 'di', 'sty', 'ga', 'bawa', 'fano'];['salah', 'di', 'sty', 'ga', 'bawa', 'fano'];salah di sty ga bawa fano;salah di sty ga bawa fano;salah sty ga bawa fano
